species_code,taxon_concept_id,scientific_name,common_name,order,family,family_common,category,taxonomic_order,report_as,extinct
alcgoo1,avibase-90B3F5BB,Branta hutchinsii leucopareia,Cackling Goose (Aleutian),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",issf,332,cacgoo1,
ricgoo1,avibase-CB6F1CBC,Branta hutchinsii hutchinsii,Cackling Goose (Richardson's),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",issf,333,cacgoo1,
cacgoo2,avibase-C86F2A24,Branta hutchinsii minima,Cackling Goose (minima),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",issf,334,cacgoo1,
tacgoo1,avibase-DA8A7869,Branta hutchinsii taverneri,Cackling Goose (Taverner's),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",issf,335,cacgoo1,
x00831,avibase-8CA483C6,Anser canagicus x Branta hutchinsii,Emperor x Cackling Goose (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,336,,
x00692,avibase-1A918933,Anser caerulescens x Branta hutchinsii,Snow x Cackling Goose (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,337,,
x00694,avibase-30D557E6,Anser rossii x Branta hutchinsii,Ross's x Cackling Goose (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,338,,
x00722,avibase-70D3B8E2,Branta bernicla x hutchinsii,Brant x Cackling Goose (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,339,,
x00414,avibase-82AAEE7E,Anser albifrons x Branta hutchinsii,Greater White-fronted x Cackling Goose (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,340,,
x00416,avibase-560220B2,Branta leucopsis x hutchinsii,Barnacle x Cackling Goose (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,341,,
cangoo,avibase-B59E1863,Branta canadensis,Canada Goose,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,342,,FALSE
cangoo4,avibase-D44C5CFA,Branta canadensis moffitti/maxima,Canada Goose (moffitti/maxima),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",issf,343,cangoo,
cangoo3,avibase-90F340D4,Branta canadensis occidentalis/fulva,Canada Goose (occidentalis/fulva),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",issf,346,cangoo,
cangoo1,avibase-AB3F42B4,Branta canadensis [canadensis Group],Canada Goose (canadensis Group),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",issf,349,cangoo,
x00908,avibase-9193D8E8,Anser indicus x Branta canadensis,Bar-headed x Canada Goose (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,353,,
swagoo3,avibase-5B8001AC,Anser cygnoides x Branta canadensis,Swan x Canada Goose (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,354,,
x00650,avibase-EEC558D4,Anser brachyrhynchus x Branta canadensis,Pink-footed x Canada Goose (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,355,,
x00415,avibase-4797A222,Anser albifrons x Branta canadensis,Greater White-fronted x Canada Goose (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,356,,
x01088,avibase-C6AFAE5A,Anser albifrons x Branta hutchinsii/canadensis,Greater White-fronted x Cackling/Canada Goose (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,357,,
x00758,avibase-EAE2CF01,Anser anser x Branta canadensis,Graylag x Canada Goose (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,358,,
x00759,avibase-4658C834,Anser sp. (Domestic type) x Branta canadensis,Domestic goose sp. x Canada Goose (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,359,,
x00197,avibase-09D18577,Anser caerulescens x Branta canadensis,Snow x Canada Goose (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,360,,
x00693,avibase-549FA8DA,Anser rossii x Branta canadensis,Ross's x Canada Goose (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,361,,
x00417,avibase-CC74454B,Branta leucopsis x canadensis,Barnacle x Canada Goose (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,362,,
y00470,avibase-C600B65C,Branta hutchinsii/canadensis,Cackling/Canada Goose,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",slash,363,,
y00765,avibase-60F7854D,Anser caerulescens/rossii x Branta hutchinsii/canadensis,Snow/Ross's x Cackling/Canada Goose (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,364,,
hawgoo,avibase-EDB18078,Branta sandvicensis,Hawaiian Goose,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,365,,FALSE
x01139,avibase-5DB4FEBE,Branta leucopsis x sandvicensis,Barnacle x Hawaiian Goose (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,366,,
rebgoo1,avibase-0D280B3F,Branta ruficollis,Red-breasted Goose,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,367,,FALSE
x00939,avibase-742D4A94,Anser albifrons x Branta ruficollis,Greater White-fronted x Red-breasted Goose (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,368,,
x00996,avibase-E78D31CF,Branta bernicla x ruficollis,Brant x Red-breasted Goose (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,369,,
x00365,avibase-0DD359EE,Branta leucopsis x ruficollis,Barnacle x Red-breasted Goose (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,370,,
branta1,avibase-3C33827F,Branta sp.,Branta sp.,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",spuh,371,,
cabgoo1,avibase-CA875F31,Cereopsis novaehollandiae,Cape Barren Goose,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,372,,FALSE
freduc1,avibase-E93960AB,Stictonetta naevosa,Freckled Duck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,375,,FALSE
buwgoo1,avibase-842CC0BC,Cyanochen cyanoptera,Blue-winged Goose,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,376,,FALSE
mutswa,avibase-694C127A,Cygnus olor,Mute Swan,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,377,,FALSE
x00366,avibase-E65EFD41,Anser anser x Cygnus olor,Graylag Goose x Mute Swan (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,378,,
blkswa,avibase-46B54DB1,Cygnus atratus,Black Swan,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,379,,FALSE
x01037,avibase-D3741675,Cygnus olor x atratus,Mute x Black Swan (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,380,,
blnswa2,avibase-B8C652E6,Cygnus melancoryphus,Black-necked Swan,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,381,,FALSE
truswa,avibase-B86C504C,Cygnus buccinator,Trumpeter Swan,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,382,,FALSE
x00832,avibase-61281828,Cygnus olor x buccinator,Mute x Trumpeter Swan (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,383,,
tunswa,avibase-0BCBA6B9,Cygnus columbianus,Tundra Swan,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,384,,FALSE
tunswa1,avibase-D611DD41,Cygnus columbianus columbianus,Tundra Swan (Whistling),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",issf,385,tunswa,
bewswa1,avibase-3D8F0A76,Cygnus columbianus bewickii,Tundra Swan (Bewick's),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",issf,386,tunswa,
tunswa2,avibase-EA741351,Cygnus columbianus columbianus x bewickii,Tundra Swan (Whistling x Bewick's),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",intergrade,387,tunswa,
x00418,avibase-E4685940,Cygnus buccinator x columbianus,Trumpeter x Tundra Swan (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,388,,
y00471,avibase-A20745E9,Cygnus buccinator/columbianus,Trumpeter/Tundra Swan,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",slash,389,,
whoswa,avibase-BDDB5670,Cygnus cygnus,Whooper Swan,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,390,,FALSE
x00997,avibase-34CEECD8,Cygnus olor x cygnus,Mute x Whooper Swan (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,391,,
x00419,avibase-2062BE10,Cygnus buccinator x cygnus,Trumpeter x Whooper Swan (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,392,,
y00708,avibase-3B749155,Cygnus columbianus/cygnus,Tundra/Whooper Swan,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",slash,393,,
swan1,avibase-F9EC83D6,Cygnus sp.,swan sp.,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",spuh,394,,
cosswa1,avibase-A3A0E8FE,Coscoroba coscoroba,Coscoroba Swan,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,395,,FALSE
comduc2,avibase-3948131B,Sarkidiornis melanotos,Knob-billed Duck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,396,,FALSE
comduc3,avibase-6C8A4060,Sarkidiornis sylvicola,Comb Duck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,397,,FALSE
harduc1,avibase-F28E3EB8,Pteronetta hartlaubii,Hartlaub's Duck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,398,,FALSE
origoo1,avibase-FA5A25B2,Oressochen jubatus,Orinoco Goose,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,399,,FALSE
andgoo1,avibase-BB29610F,Oressochen melanopterus,Andean Goose,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,400,,FALSE
uplgoo1,avibase-74FC5DAB,Chloephaga picta,Upland Goose,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,401,,FALSE
uplgoo2,avibase-0EA34F03,Chloephaga picta (White-breasted),Upland Goose (White-breasted),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",form,404,uplgoo1,
uplgoo3,avibase-D6BA9484,Chloephaga picta (Bar-breasted),Upland Goose (Bar-breasted),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",form,405,uplgoo1,
kelgoo1,avibase-4270502F,Chloephaga hybrida,Kelp Goose,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,406,,FALSE
ashgoo1,avibase-E0DEB0E7,Chloephaga poliocephala,Ashy-headed Goose,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,409,,FALSE
ruhgoo1,avibase-164A10EA,Chloephaga rubidiceps,Ruddy-headed Goose,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,410,,FALSE
x01120,avibase-0F6682D7,Chloephaga poliocephala x rubidiceps,Ashy-headed x Ruddy-headed Goose (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,411,,
chloep1,avibase-699FD1BE,Chloephaga sp.,Chloephaga sp.,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",spuh,412,,
goose1,avibase-A0148BE3,Anatidae (goose sp.),goose sp.,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",spuh,413,,
radshe1,avibase-13B373F3,Radjah radjah,Radjah Shelduck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,414,,FALSE
egygoo,avibase-DA2F24E3,Alopochen aegyptiaca,Egyptian Goose,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,417,,FALSE
x01177,avibase-0593D078,Sarkidiornis melanotos x Alopochen aegyptiaca,Knob-billed Duck x Egyptian Goose (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,418,,
maushe1,avibase-E4AA60C7,Alopochen mauritiana,Mauritius Shelduck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,419,,TRUE
reushe1,avibase-10D0AD82,Alopochen kervazoi,Reunion Shelduck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,420,,TRUE
rudshe,avibase-1F9D883E,Tadorna ferruginea,Ruddy Shelduck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,421,,FALSE
x00367,avibase-59954771,Alopochen aegyptiaca x Tadorna ferruginea,Egyptian Goose x Ruddy Shelduck (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,422,,
soashe1,avibase-D9DEA77E,Tadorna cana,South African Shelduck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,423,,FALSE
ausshe1,avibase-FF1439E4,Tadorna tadornoides,Australian Shelduck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,424,,FALSE
parshe1,avibase-AB08E5C4,Tadorna variegata,Paradise Shelduck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,425,,FALSE
comshe,avibase-5EAB32D3,Tadorna tadorna,Common Shelduck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,426,,FALSE
x00876,avibase-6CD2E44F,Tadorna ferruginea x tadorna,Ruddy x Common Shelduck (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,427,,
creshe1,avibase-B2EEE0EA,Tadorna cristata,Crested Shelduck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,428,,TRUE
spwgoo1,avibase-EB01B24C,Plectropterus gambensis,Spur-winged Goose,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,429,,FALSE
spwgoo2,avibase-49A14FC7,Plectropterus gambensis gambensis,Spur-winged Goose (Northern),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",issf,430,spwgoo1,
spwgoo3,avibase-7711A539,Plectropterus gambensis niger,Spur-winged Goose (Southern),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",issf,431,spwgoo1,
flystd1,avibase-B3F9BB06,Tachyeres patachonicus,Flying Steamer-Duck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,432,,FALSE
flistd1,avibase-1891E2C4,Tachyeres pteneres,Flightless Steamer-Duck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,433,,FALSE
flistd2,avibase-6B36B319,Tachyeres pteneres [undescribed form],Flightless Steamer-Duck (Chiloe form),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",form,434,flistd1,
falstd1,avibase-13CF7E44,Tachyeres brachypterus,Falkland Steamer-Duck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,435,,FALSE
falstd2,avibase-18460B16,Tachyeres brachypterus (Flightless),Falkland Steamer-Duck (Flightless),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",form,436,falstd1,
falstd3,avibase-3D9DF1D5,Tachyeres brachypterus (Flying),Falkland Steamer-Duck (Flying),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",form,437,falstd1,
whhstd1,avibase-63180090,Tachyeres leucocephalus,White-headed Steamer-Duck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,438,,FALSE
y01376,avibase-2883706F,Tachyeres patachonicus/leucocephalus,Flying/White-headed Steamer-Duck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",slash,439,,
steame1,avibase-182C1ED7,Tachyeres sp.,steamer-duck sp.,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",spuh,440,,
creduc1,avibase-079F846A,Lophonetta specularioides,Crested Duck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,441,,FALSE
speduc2,avibase-DB94B36F,Speculanas specularis,Spectacled Duck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,444,,FALSE
musduc,avibase-8DE14046,Cairina moschata,Muscovy Duck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,445,,FALSE
musduc3,avibase-1FE65763,Cairina moschata (Domestic type),Muscovy Duck (Domestic type),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",domestic,446,musduc,
x01045,avibase-E43DF226,Alopochen aegyptiaca x Cairina moschata,Egyptian Goose x Muscovy Duck (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,447,,
grnpyg1,avibase-D040868F,Nettapus pulchellus,Green Pygmy-Goose,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,448,,FALSE
copgoo1,avibase-90AAE188,Nettapus coromandelianus,Cotton Pygmy-Goose,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,449,,FALSE
y01228,avibase-CB06A50D,Nettapus pulchellus/coromandelianus,Green/Cotton Pygmy-Goose,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",slash,452,,
afrpyg1,avibase-EC7C1618,Nettapus auritus,African Pygmy-Goose,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,453,,FALSE
rintea1,avibase-45C1096F,Callonetta leucophrys,Ringed Teal,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,454,,FALSE
wooduc,avibase-27B2749A,Aix sponsa,Wood Duck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,455,,FALSE
x00940,avibase-2B720AAF,Tadorna tadorna x Aix sponsa,Common Shelduck x Wood Duck (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,456,,
manduc,avibase-E1714A09,Aix galericulata,Mandarin Duck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,457,,FALSE
x00833,avibase-E8E00F2E,Aix sponsa x galericulata,Wood x Mandarin Duck (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,458,,
manduc1,avibase-149A8E7E,Chenonetta jubata,Maned Duck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,459,,FALSE
finduc1,avibase-B3A6E16F,Chenonetta finschi,Finsch's Duck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,460,,TRUE
bratea1,avibase-DDFC6B2B,Amazonetta brasiliensis,Brazilian Teal,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,461,,FALSE
x01178,avibase-427BE9D6,Aix sponsa x Amazonetta brasiliensis,Wood Duck x Brazilian Teal (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,464,,
bluduc1,avibase-C7FB4E76,Hymenolaimus malacorhynchos,Blue Duck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,465,,FALSE
torduc1,avibase-C1068510,Merganetta armata,Torrent Duck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,468,,FALSE
torduc8,avibase-EE9B6A04,Merganetta armata leucogenis/colombiana,Torrent Duck (Colombian),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",issf,469,torduc1,
torduc4,avibase-552BF2DA,Merganetta armata turneri,Torrent Duck (Black-bellied),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",issf,472,torduc1,
torduc9,avibase-587EDB87,Merganetta armata garleppi/berlepschi,Torrent Duck (Bolivian),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",issf,473,torduc1,
torduc7,avibase-4538BB32,Merganetta armata armata,Torrent Duck (Patagonian),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",issf,476,torduc1,
saltea1,avibase-A9FC6BC0,Salvadorina waigiuensis,Salvadori's Teal,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,477,,FALSE
baitea,avibase-63EABB42,Sibirionetta formosa,Baikal Teal,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,478,,FALSE
gargan,avibase-F577BA0F,Spatula querquedula,Garganey,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,479,,FALSE
hottea1,avibase-FA831F65,Spatula hottentota,Blue-billed Teal,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,480,,FALSE
siltea1,avibase-C8F1E992,Spatula versicolor,Silver Teal,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,481,,FALSE
puntea1,avibase-86B0BAFA,Spatula puna,Puna Teal,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,484,,FALSE
buwtea,avibase-90E2543E,Spatula discors,Blue-winged Teal,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,485,,FALSE
x01179,avibase-41E51EDC,Sibirionetta formosa x Spatula discors,Baikal x Blue-winged Teal (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,486,,
cintea,avibase-0E599E6C,Spatula cyanoptera,Cinnamon Teal,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,487,,FALSE
cintea1,avibase-1F7D8689,Spatula cyanoptera septentrionalium,Cinnamon Teal (Northern),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",issf,488,cintea,
cintea6,avibase-C4893425,Spatula cyanoptera [orinoma Group],Cinnamon Teal (Andean),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",issf,489,cintea,
cintea5,avibase-EBDAC25B,Spatula cyanoptera cyanoptera,Cinnamon Teal (Southern),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",issf,493,cintea,
bwxtea1,avibase-3151A7CA,Spatula discors x cyanoptera,Blue-winged x Cinnamon Teal (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,494,,
y00314,avibase-15045575,Spatula discors/cyanoptera,Blue-winged/Cinnamon Teal,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",slash,495,,
redsho1,avibase-CEFACC86,Spatula platalea,Red Shoveler,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,496,,FALSE
capsho1,avibase-4670CF43,Spatula smithii,Cape Shoveler,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,497,,FALSE
aussho1,avibase-A21E7645,Spatula rhynchotis,Australasian Shoveler,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,498,,FALSE
norsho,avibase-ED4CE8E7,Spatula clypeata,Northern Shoveler,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,501,,FALSE
x00836,avibase-89FF12F9,Spatula querquedula x clypeata,Garganey x Northern Shoveler (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,502,,
x00629,avibase-6504986B,Spatula discors x clypeata,Blue-winged Teal x Northern Shoveler (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,503,,
x00630,avibase-6712E378,Spatula cyanoptera x clypeata,Cinnamon Teal x Northern Shoveler (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,504,,
gadwal,avibase-C235A4D7,Mareca strepera,Gadwall,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,505,,FALSE
gadwal1,avibase-9227AE60,Mareca strepera strepera,Gadwall (Common),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",issf,506,gadwal,
gadwal2,avibase-8733A659,Mareca strepera couesi,Gadwall (Coues's),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",issf,507,gadwal,
x00457,avibase-71769071,Spatula clypeata x Mareca strepera,Northern Shoveler x Gadwall (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,508,,
falduc,avibase-978D4485,Mareca falcata,Falcated Duck,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,509,,FALSE
x00368,avibase-AA7D797B,Sibirionetta formosa x Mareca falcata,Baikal Teal x Falcated Duck (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,510,,
x00369,avibase-00F76A76,Mareca strepera x falcata,Gadwall x Falcated Duck (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,511,,
eurwig,avibase-15EE0D36,Mareca penelope,Eurasian Wigeon,Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",species,512,,FALSE
x01219,avibase-54AEF061,Sibirionetta formosa x Mareca penelope,Baikal Teal x Eurasian Wigeon (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,513,,
x01140,avibase-81EF59DD,Spatula clypeata x Mareca penelope,Northern Shoveler x Eurasian Wigeon (hybrid),Anseriformes,Anatidae,"Ducks, Geese, and Waterfowl",hybrid,514,,
