species_code,taxon_concept_id,scientific_name,common_name,order,family,family_common,category,taxonomic_order,report_as,extinct
stecan1,avibase-02A59CEE,Pseudasthenes steinbachi,Steinbach's Canastero,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15541,,FALSE
caccan1,avibase-0A894A55,Pseudasthenes cactorum,Cactus Canastero,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15542,,FALSE
bcwspi1,avibase-38B193CE,Spartonoica maluroides,Bay-capped Wren-Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15545,,FALSE
caacac1,avibase-E8FD1B6C,Pseudoseisura cristata,Caatinga Cacholote,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15546,,FALSE
rufcac2,avibase-3E35CEA4,Pseudoseisura unirufa,Rufous Cacholote,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15547,,FALSE
brncac1,avibase-68D2CBF4,Pseudoseisura lophotes,Brown Cacholote,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15548,,FALSE
whtcac2,avibase-07FFE945,Pseudoseisura gutturalis,White-throated Cacholote,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15551,,FALSE
yecspi2,avibase-ABAD0008,Certhiaxis cinnamomeus,Yellow-chinned Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15554,,FALSE
rawspi2,avibase-BB585523,Certhiaxis mustelinus,Red-and-white Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15563,,FALSE
y00970,avibase-0668A81F,Certhiaxis cinnamomeus/mustelinus,Yellow-chinned/Red-and-white Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,slash,15564,,
arrspi1,avibase-80DCB4EB,Certhiaxis [undescribed form],Tocantins Spinetail (undescribed form),Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,form,15565,,
whbspi1,avibase-DB42555B,Mazaria propinqua,White-bellied Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15566,,FALSE
chospi2,avibase-A5F1822E,Schoeniophylax phryganophilus,Chotoy Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15567,,FALSE
occspi1,avibase-B4084EB9,Synallaxis scutata,Ochre-cheeked Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15570,,FALSE
gybspi1,avibase-EACB5EC8,Synallaxis cinerascens,Gray-bellied Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15574,,FALSE
plcspi1,avibase-CFEEAE9D,Synallaxis gujanensis,Plain-crowned Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15575,,FALSE
whlspi1,avibase-C9D1480B,Synallaxis albilora,White-lored Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15582,,FALSE
whlspi3,avibase-C264B15A,Synallaxis simoni,Araguaia Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15583,,FALSE
marspi3,avibase-3881816B,Synallaxis maranonica,Maranon Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15584,,FALSE
grespi2,avibase-577F7CE5,Synallaxis hypochondriaca,Great Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15585,,FALSE
necspi1,avibase-76C2CF63,Synallaxis stictothorax,Necklaced Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15586,,FALSE
necspi4,avibase-9A11C5A2,Synallaxis stictothorax [undescribed La Libertad form],Necklaced Spinetail (La Libertad),Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,form,15589,necspi1,
necspi3,avibase-B846892A,Synallaxis chinchipensis,Chinchipe Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15590,,FALSE
rubspi3,avibase-A26F286A,Synallaxis zimmeri,Russet-bellied Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15591,,FALSE
slaspi1,avibase-4826C507,Synallaxis brachyura,Slaty Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15592,,FALSE
sitspi1,avibase-B96EBCC1,Synallaxis subpudica,Silvery-throated Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15597,,FALSE
resspi2,avibase-B8B8C7FA,Synallaxis hellmayri,Red-shouldered Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15598,,FALSE
rucspi1,avibase-9D69DD94,Synallaxis ruficapilla,Rufous-capped Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15599,,FALSE
bahspi1,avibase-19D03376,Synallaxis cinerea,Bahia Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15600,,FALSE
pinspi1,avibase-896E26C8,Synallaxis infuscata,Pinto's Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15601,,FALSE
amaspi1,avibase-AE53100E,Synallaxis [undescribed Amazonian form],Amazonian Spinetail (undescribed form),Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,form,15602,,
dusspi1,avibase-AFB20B1F,Synallaxis moesta,Dusky Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15603,,FALSE
mccspi1,avibase-FA19AF14,Synallaxis macconnelli,McConnell's Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15607,,FALSE
cabspi1,avibase-26536ACF,Synallaxis cabanisi,Cabanis's Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15608,,FALSE
cibspi1,avibase-284CBAE3,Synallaxis hypospodia,Cinereous-breasted Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15611,,FALSE
spispi1,avibase-BFD679A6,Synallaxis spixi,Spix's Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15612,,FALSE
dabspi1,avibase-0869AB18,Synallaxis albigularis,Dark-breasted Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15613,,FALSE
riospi1,avibase-4435DE4C,Synallaxis beverlyae,Rio Orinoco Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15616,,FALSE
pabspi1,avibase-346286FC,Synallaxis albescens,Pale-breasted Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15617,,FALSE
pabspi15,avibase-0C15ADF7,Synallaxis albescens [albescens Group],Pale-breasted Spinetail (Pale-breasted),Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,issf,15618,pabspi1,
pabspi14,avibase-963A567F,Synallaxis albescens australis,Pale-breasted Spinetail (Austral),Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,issf,15631,pabspi1,
sofspi1,avibase-EC44FF24,Synallaxis frontalis,Sooty-fronted Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15632,,FALSE
azaspi1,avibase-C4F2C3B6,Synallaxis azarae,Azara's Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15635,,FALSE
manspi1,avibase-28CD33AD,Synallaxis [undescribed Mantaro form],Mantaro Spinetail (undescribed form),Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,form,15645,,
apuspi1,avibase-9B2C56D1,Synallaxis courseni,Apurimac Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15646,,FALSE
y00700,avibase-2D42D5C6,Synallaxis azarae/courseni,Azara's/Apurimac Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,slash,15647,,
hotspi1,avibase-4385B2A7,Synallaxis kollari,Hoary-throated Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15648,,FALSE
rubspi2,avibase-FFBBA594,Synallaxis erythrothorax,Rufous-breasted Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15649,,FALSE
whwspi1,avibase-CF9F617D,Synallaxis candei,White-whiskered Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15652,,FALSE
blhspi1,avibase-44BB2064,Synallaxis tithys,Blackish-headed Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15656,,FALSE
ruhspi1,avibase-54649F25,Synallaxis fuscorufa,Rusty-headed Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15657,,FALSE
rufspi1,avibase-DF37E154,Synallaxis unirufa,Rufous Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15658,,FALSE
rufspi2,avibase-F13027C5,Synallaxis unirufa unirufa,Rufous Spinetail (unirufa),Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,issf,15659,rufspi1,
rufspi3,avibase-769DDE56,Synallaxis unirufa munoztebari,Rufous Spinetail (munoztebari),Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,issf,15660,rufspi1,
rufspi4,avibase-A75E5E7A,Synallaxis unirufa meridana,Rufous Spinetail (meridana),Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,issf,15661,rufspi1,
rufspi5,avibase-C372F729,Synallaxis unirufa ochrogaster,Rufous Spinetail (ochrogaster),Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,issf,15662,rufspi1,
bltspi1,avibase-8E8B7555,Synallaxis castanea,Black-throated Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15663,,FALSE
stbspi1,avibase-5EA3AA05,Synallaxis cinnamomea,Stripe-breasted Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15664,,FALSE
rudspi1,avibase-FF69CFDB,Synallaxis rutilans,Ruddy Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15672,,FALSE
rudspi9,avibase-2ECA1765,Synallaxis rutilans [rutilans Group],Ruddy Spinetail (Ruddy),Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,issf,15673,rudspi1,
rudspi7,avibase-7F20009B,Synallaxis rutilans omissa,Ruddy Spinetail (Sooty),Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,issf,15680,rudspi1,
chtspi1,avibase-F7040F57,Synallaxis cherriei,Chestnut-throated Spinetail,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,species,15681,,FALSE
synall1,avibase-6054EF10,Synallaxis sp.,Synallaxis sp.,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,spuh,15684,,
spinet1,avibase-A88E84C4,Furnariidae sp. (spinetail sp.),spinetail sp.,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,spuh,15685,,
furnar1,avibase-1301139C,Furnariidae sp.,furnariid sp.,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,spuh,15686,,
dwtman1,avibase-3992E426,Tyranneutes stolzmanni,Dwarf Tyrant-Manakin,Passeriformes,Pipridae,Manakins,species,15688,,FALSE
titman1,avibase-714DF6EC,Tyranneutes virescens,Tiny Tyrant-Manakin,Passeriformes,Pipridae,Manakins,species,15689,,FALSE
pbtman1,avibase-A0796435,Neopelma pallescens,Pale-bellied Tyrant-Manakin,Passeriformes,Pipridae,Manakins,species,15690,,FALSE
sctman1,avibase-CBFD1721,Neopelma chrysocephalum,Saffron-crested Tyrant-Manakin,Passeriformes,Pipridae,Manakins,species,15691,,FALSE
witman1,avibase-5937195C,Neopelma aurifrons,Wied's Tyrant-Manakin,Passeriformes,Pipridae,Manakins,species,15692,,FALSE
sbtman1,avibase-AC2FFCAC,Neopelma sulphureiventer,Sulphur-bellied Tyrant-Manakin,Passeriformes,Pipridae,Manakins,species,15693,,FALSE
sdmman1,avibase-83354540,Protopelma chrysolophum,Serra do Mar Tyrant-Manakin,Passeriformes,Pipridae,Manakins,species,15694,,FALSE
yehman2,avibase-05596C5C,Chloropipo flavicapilla,Yellow-headed Manakin,Passeriformes,Pipridae,Manakins,species,15695,,FALSE
jetman2,avibase-3E3BA0AA,Chloropipo unicolor,Jet Manakin,Passeriformes,Pipridae,Manakins,species,15696,,FALSE
araman1,avibase-2AC6282B,Chiroxiphia bokermanni,Araripe Manakin,Passeriformes,Pipridae,Manakins,species,15697,,FALSE
helman1,avibase-51BCAA08,Chiroxiphia galeata,Helmeted Manakin,Passeriformes,Pipridae,Manakins,species,15698,,FALSE
latman1,avibase-1987669E,Chiroxiphia lanceolata,Lance-tailed Manakin,Passeriformes,Pipridae,Manakins,species,15699,,FALSE
lotman1,avibase-F4A5EA23,Chiroxiphia linearis,Long-tailed Manakin,Passeriformes,Pipridae,Manakins,species,15700,,FALSE
blbman1,avibase-F9CEDB91,Chiroxiphia pareola,Blue-backed Manakin,Passeriformes,Pipridae,Manakins,species,15701,,FALSE
bubman2,avibase-DA638FD4,Chiroxiphia pareola pareola/atlantica,Blue-backed Manakin (pareola/atlantica),Passeriformes,Pipridae,Manakins,issf,15702,blbman1,
bubman1,avibase-526446EB,Chiroxiphia pareola napensis,Blue-backed Manakin (napensis),Passeriformes,Pipridae,Manakins,issf,15705,blbman1,
bubman3,avibase-5C9B04C7,Chiroxiphia pareola regina,Blue-backed Manakin (regina),Passeriformes,Pipridae,Manakins,issf,15706,blbman1,
x01090,avibase-A4A95296,Chiroxiphia galeata x pareola,Helmeted x Blue-backed Manakin (hybrid),Passeriformes,Pipridae,Manakins,hybrid,15707,,
yunman1,avibase-3B0EF11C,Chiroxiphia boliviana,Yungas Manakin,Passeriformes,Pipridae,Manakins,species,15708,,FALSE
swtman1,avibase-182E9FE2,Chiroxiphia caudata,Swallow-tailed Manakin,Passeriformes,Pipridae,Manakins,species,15709,,FALSE
x00960,avibase-7F3CC171,Chiroxiphia galeata x caudata,Helmeted x Swallow-tailed Manakin (hybrid),Passeriformes,Pipridae,Manakins,hybrid,15710,,
pitman1,avibase-CFCE5A44,Ilicura militaris,Pin-tailed Manakin,Passeriformes,Pipridae,Manakins,species,15711,,FALSE
gowman1,avibase-2F4691A7,Masius chrysopterus,Golden-winged Manakin,Passeriformes,Pipridae,Manakins,species,15712,,FALSE
whrman1,avibase-DED4C1C1,Corapipo altera,White-ruffed Manakin,Passeriformes,Pipridae,Manakins,species,15718,,FALSE
whbman2,avibase-AE0C6B0E,Corapipo leucorrhoa,White-bibbed Manakin,Passeriformes,Pipridae,Manakins,species,15721,,FALSE
whtman1,avibase-EA5755E6,Corapipo gutturalis,White-throated Manakin,Passeriformes,Pipridae,Manakins,species,15722,,FALSE
oliman2,avibase-85CE32B1,Xenopipo uniformis,Olive Manakin,Passeriformes,Pipridae,Manakins,species,15723,,FALSE
blaman1,avibase-DB094E7D,Xenopipo atronitens,Black Manakin,Passeriformes,Pipridae,Manakins,species,15726,,FALSE
grnman1,avibase-DFF33128,Cryptopipo litae,Choco Manakin,Passeriformes,Pipridae,Manakins,species,15727,,FALSE
greman2,avibase-A0E54EB9,Cryptopipo holochlora,Green Manakin,Passeriformes,Pipridae,Manakins,species,15730,,FALSE
bucman1,avibase-7C28B33B,Lepidothrix velutina,Velvety Manakin,Passeriformes,Pipridae,Manakins,species,15733,,FALSE
blcman1,avibase-E8FCDE6D,Lepidothrix coronata,Blue-capped Manakin,Passeriformes,Pipridae,Manakins,species,15736,,FALSE
bucman2,avibase-59599756,Lepidothrix coronata [coronata Group],Blue-capped Manakin (Blue-capped),Passeriformes,Pipridae,Manakins,issf,15737,blcman1,
bucman3,avibase-8F63BB33,Lepidothrix coronata [exquisita Group],Blue-capped Manakin (Exquisite),Passeriformes,Pipridae,Manakins,issf,15741,blcman1,
sncman1,avibase-995CF40D,Lepidothrix nattereri,Snow-capped Manakin,Passeriformes,Pipridae,Manakins,species,15745,,FALSE
gocman2,avibase-F70CF49B,Lepidothrix vilasboasi,Golden-crowned Manakin,Passeriformes,Pipridae,Manakins,species,15748,,FALSE
opcman1,avibase-5852C9A8,Lepidothrix iris,Opal-crowned Manakin,Passeriformes,Pipridae,Manakins,species,15749,,FALSE
orbman1,avibase-1717C993,Lepidothrix suavissima,Orange-bellied Manakin,Passeriformes,Pipridae,Manakins,species,15752,,FALSE
whfman1,avibase-33C4A8B0,Lepidothrix serena,White-fronted Manakin,Passeriformes,Pipridae,Manakins,species,15753,,FALSE
y00886,avibase-B3DD12D7,Lepidothrix suavissima/serena,Orange-bellied/White-fronted Manakin,Passeriformes,Pipridae,Manakins,slash,15754,,
blrman1,avibase-7BAF5701,Lepidothrix isidorei,Blue-rumped Manakin,Passeriformes,Pipridae,Manakins,species,15755,,FALSE
cecman1,avibase-F4236ACB,Lepidothrix coeruleocapilla,Cerulean-capped Manakin,Passeriformes,Pipridae,Manakins,species,15758,,FALSE
lepido2,avibase-4E99C527,Lepidothrix sp.,Lepidothrix sp.,Passeriformes,Pipridae,Manakins,spuh,15759,,
orcman3,avibase-9A003ACA,Heterocercus aurantiivertex,Orange-crowned Manakin,Passeriformes,Pipridae,Manakins,species,15760,,FALSE
yecman2,avibase-08F2D7DF,Heterocercus flavivertex,Yellow-crowned Manakin,Passeriformes,Pipridae,Manakins,species,15761,,FALSE
flcman2,avibase-F8BBD894,Heterocercus linteatus,Flame-crowned Manakin,Passeriformes,Pipridae,Manakins,species,15762,,FALSE
hetero1,avibase-A7F0D3B6,Heterocercus sp.,Heterocercus sp.,Passeriformes,Pipridae,Manakins,spuh,15763,,
whcman1,avibase-9DF85999,Manacus candei,White-collared Manakin,Passeriformes,Pipridae,Manakins,species,15764,,FALSE
orcman1,avibase-3C01B44C,Manacus aurantiacus,Orange-collared Manakin,Passeriformes,Pipridae,Manakins,species,15765,,FALSE
gocman1,avibase-84F26B47,Manacus vitellinus,Golden-collared Manakin,Passeriformes,Pipridae,Manakins,species,15766,,FALSE
x00811,avibase-E8995355,Manacus candei x vitellinus,White-collared x Golden-collared Manakin (hybrid),Passeriformes,Pipridae,Manakins,hybrid,15771,,
whbman1,avibase-091F833E,Manacus manacus,White-bearded Manakin,Passeriformes,Pipridae,Manakins,species,15772,,FALSE
x01166,avibase-0D9F6BFD,Manacus vitellinus x manacus,Golden-collared x White-bearded Manakin (hybrid),Passeriformes,Pipridae,Manakins,hybrid,15788,,
y01327,avibase-6CC44761,Manacus vitellinus/manacus,Golden-collared/White-bearded Manakin,Passeriformes,Pipridae,Manakins,slash,15789,,
crhman1,avibase-DD78BCB6,Pipra aureola,Crimson-hooded Manakin,Passeriformes,Pipridae,Manakins,species,15790,,FALSE
witman2,avibase-3B5C0E15,Pipra filicauda,Wire-tailed Manakin,Passeriformes,Pipridae,Manakins,species,15795,,FALSE
batman1,avibase-8FB9A452,Pipra fasciicauda,Band-tailed Manakin,Passeriformes,Pipridae,Manakins,species,15798,,FALSE
clwman1,avibase-D76775F3,Machaeropterus deliciosus,Club-winged Manakin,Passeriformes,Pipridae,Manakins,species,15804,,FALSE
strman5,avibase-B4FFD399,Machaeropterus striolatus,Striolated Manakin,Passeriformes,Pipridae,Manakins,species,15805,,FALSE
strman3,avibase-0C0E7CD3,Machaeropterus striolatus [striolatus Group],Striolated Manakin (Striolated),Passeriformes,Pipridae,Manakins,issf,15806,strman5,
strman4,avibase-57705D77,Machaeropterus striolatus aureopectus,Striolated Manakin (aureopectus),Passeriformes,Pipridae,Manakins,issf,15811,strman5,
paiman1,avibase-CA46A1E1,Machaeropterus eckelberryi,Painted Manakin,Passeriformes,Pipridae,Manakins,species,15812,,FALSE
y01121,avibase-B8BF35CD,Machaeropterus striolatus/eckelberryi,Striolated/Painted Manakin,Passeriformes,Pipridae,Manakins,slash,15813,,
strman2,avibase-FCA41C81,Machaeropterus regulus,Kinglet Manakin,Passeriformes,Pipridae,Manakins,species,15814,,FALSE
ficman1,avibase-F142A496,Machaeropterus pyrocephalus,Fiery-capped Manakin,Passeriformes,Pipridae,Manakins,species,15815,,FALSE
whcman2,avibase-1C833562,Pseudopipra pipra,White-crowned Manakin,Passeriformes,Pipridae,Manakins,species,15818,,FALSE
whcman3,avibase-3195EF4E,Pseudopipra pipra anthracina,White-crowned Manakin (Zeledon's),Passeriformes,Pipridae,Manakins,issf,15819,whcman2,
whcman7,avibase-3D462E19,Pseudopipra pipra minima,White-crowned Manakin (Choco),Passeriformes,Pipridae,Manakins,issf,15820,whcman2,
whcman17,avibase-372B9A5F,Pseudopipra pipra unica/bolivari,White-crowned Manakin (Colombian),Passeriformes,Pipridae,Manakins,issf,15821,whcman2,
whcman6,avibase-B600C68E,Pseudopipra pipra coracina,White-crowned Manakin (Foothills),Passeriformes,Pipridae,Manakins,issf,15824,whcman2,
whcman18,avibase-D121E50A,Pseudopipra pipra comata/occulta,White-crowned Manakin (Subtropical),Passeriformes,Pipridae,Manakins,issf,15825,whcman2,
whcman9,avibase-A81E0B2E,Pseudopipra pipra pipra,White-crowned Manakin (Guianan),Passeriformes,Pipridae,Manakins,issf,15828,whcman2,
whcman19,avibase-0140E61E,Pseudopipra pipra [microlopha Group],White-crowned Manakin (Amazonian),Passeriformes,Pipridae,Manakins,issf,15829,whcman2,
whcman16,avibase-75120AEF,Pseudopipra pipra cephaleucos,White-crowned Manakin (Atlantic),Passeriformes,Pipridae,Manakins,issf,15834,whcman2,
schman1,avibase-8E3C83CC,Ceratopipra cornuta,Scarlet-horned Manakin,Passeriformes,Pipridae,Manakins,species,15835,,FALSE
recman1,avibase-AB0B75D8,Ceratopipra mentalis,Red-capped Manakin,Passeriformes,Pipridae,Manakins,species,15836,,FALSE
gohman1,avibase-1C713394,Ceratopipra erythrocephala,Golden-headed Manakin,Passeriformes,Pipridae,Manakins,species,15840,,FALSE
rehman1,avibase-419C8303,Ceratopipra rubrocapilla,Red-headed Manakin,Passeriformes,Pipridae,Manakins,species,15843,,FALSE
rotman1,avibase-DA822C0A,Ceratopipra chloromeros,Round-tailed Manakin,Passeriformes,Pipridae,Manakins,species,15844,,FALSE
manaki1,avibase-86188D6D,Pipridae sp.,manakin sp.,Passeriformes,Pipridae,Manakins,spuh,15845,,
hoober2,avibase-CCD58E2A,Carpornis cucullata,Hooded Berryeater,Passeriformes,Cotingidae,Cotingas,species,15847,,FALSE
bkhber1,avibase-BDB6EEE0,Carpornis melanocephala,Black-headed Berryeater,Passeriformes,Cotingidae,Cotingas,species,15848,,FALSE
gabfru1,avibase-FCFD1688,Pipreola riefferii,Green-and-black Fruiteater,Passeriformes,Cotingidae,Cotingas,species,15849,,FALSE
gabfru4,avibase-E4B148A0,Pipreola riefferii [riefferii Group],Green-and-black Fruiteater (Green-and-black),Passeriformes,Cotingidae,Cotingas,issf,15850,gabfru1,
gabfru3,avibase-15B00E8A,Pipreola riefferii tallmanorum,Green-and-black Fruiteater (Sira),Passeriformes,Cotingidae,Cotingas,issf,15855,gabfru1,
batfru1,avibase-CE224C6D,Pipreola intermedia,Band-tailed Fruiteater,Passeriformes,Cotingidae,Cotingas,species,15856,,FALSE
batfru2,avibase-DEFB8314,Pipreola intermedia intermedia,Band-tailed Fruiteater (intermedia),Passeriformes,Cotingidae,Cotingas,issf,15857,batfru1,
batfru3,avibase-F824573D,Pipreola intermedia signata,Band-tailed Fruiteater (signata),Passeriformes,Cotingidae,Cotingas,issf,15858,batfru1,
barfru1,avibase-492611EA,Pipreola arcuata,Barred Fruiteater,Passeriformes,Cotingidae,Cotingas,species,15859,,FALSE
gobfru1,avibase-BD7AF085,Pipreola aureopectus,Golden-breasted Fruiteater,Passeriformes,Cotingidae,Cotingas,species,15862,,FALSE
orbfru1,avibase-3793CD75,Pipreola jucunda,Orange-breasted Fruiteater,Passeriformes,Cotingidae,Cotingas,species,15866,,FALSE
blcfru1,avibase-2B9CF96A,Pipreola lubomirskii,Black-chested Fruiteater,Passeriformes,Cotingidae,Cotingas,species,15867,,FALSE
masfru1,avibase-027CD8FC,Pipreola pulchra,Masked Fruiteater,Passeriformes,Cotingidae,Cotingas,species,15868,,FALSE
scbfru1,avibase-A8BF2A45,Pipreola frontalis,Scarlet-breasted Fruiteater,Passeriformes,Cotingidae,Cotingas,species,15869,,FALSE
scbfru2,avibase-6E45ED79,Pipreola frontalis squamipectus,Scarlet-breasted Fruiteater (squamipectus),Passeriformes,Cotingidae,Cotingas,issf,15870,scbfru1,
scbfru3,avibase-AACC949D,Pipreola frontalis frontalis,Scarlet-breasted Fruiteater (frontalis),Passeriformes,Cotingidae,Cotingas,issf,15871,scbfru1,
fitfru1,avibase-97CB16E9,Pipreola chlorolepidota,Fiery-throated Fruiteater,Passeriformes,Cotingidae,Cotingas,species,15872,,FALSE
hanfru1,avibase-B8C056DE,Pipreola formosa,Handsome Fruiteater,Passeriformes,Cotingidae,Cotingas,species,15873,,FALSE
rebfru1,avibase-145B20DB,Pipreola whitelyi,Red-banded Fruiteater,Passeriformes,Cotingidae,Cotingas,species,15877,,FALSE
pipreo1,avibase-D15D92AF,Pipreola sp.,Pipreola sp.,Passeriformes,Cotingidae,Cotingas,spuh,15880,,
scafru1,avibase-4D9E317C,Ampelioides tschudii,Scaled Fruiteater,Passeriformes,Cotingidae,Cotingas,species,15881,,FALSE
whccot1,avibase-306EA62C,Zaratornis stresemanni,White-cheeked Cotinga,Passeriformes,Cotingidae,Cotingas,species,15882,,FALSE
perpla1,avibase-0251A809,Phytotoma raimondii,Peruvian Plantcutter,Passeriformes,Cotingidae,Cotingas,species,15883,,FALSE
whtpla1,avibase-D4C50D3B,Phytotoma rutila,White-tipped Plantcutter,Passeriformes,Cotingidae,Cotingas,species,15884,,FALSE
rutpla1,avibase-D0CCD452,Phytotoma rara,Rufous-tailed Plantcutter,Passeriformes,Cotingidae,Cotingas,species,15887,,FALSE
swtcot1,avibase-334949EF,Phibalura flavirostris,Swallow-tailed Cotinga,Passeriformes,Cotingidae,Cotingas,species,15888,,FALSE
swtcot2,avibase-B5B3D9A7,Phibalura flavirostris boliviana,Swallow-tailed Cotinga (Palkachupa),Passeriformes,Cotingidae,Cotingas,issf,15889,swtcot1,
swtcot3,avibase-64133581,Phibalura flavirostris flavirostris,Swallow-tailed Cotinga (Swallow-tailed),Passeriformes,Cotingidae,Cotingas,issf,15890,swtcot1,
chbcot1,avibase-E95B88A6,Doliornis remseni,Chestnut-bellied Cotinga,Passeriformes,Cotingidae,Cotingas,species,15891,,FALSE
bavcot1,avibase-BC5218B0,Doliornis sclateri,Bay-vented Cotinga,Passeriformes,Cotingidae,Cotingas,species,15892,,FALSE
reccot1,avibase-C5B2624D,Ampelion rubrocristatus,Red-crested Cotinga,Passeriformes,Cotingidae,Cotingas,species,15893,,FALSE
chccot1,avibase-2ED22C83,Ampelion rufaxilla,Chestnut-crested Cotinga,Passeriformes,Cotingidae,Cotingas,species,15894,,FALSE
gurcot1,avibase-8AA20D56,Phoenicircus carnifex,Guianan Red-Cotinga,Passeriformes,Cotingidae,Cotingas,species,15897,,FALSE
bnrcot1,avibase-34A7416A,Phoenicircus nigricollis,Black-necked Red-Cotinga,Passeriformes,Cotingidae,Cotingas,species,15898,,FALSE
gcoroc1,avibase-F792ED35,Rupicola rupicola,Guianan Cock-of-the-rock,Passeriformes,Cotingidae,Cotingas,species,15899,,FALSE
andcot1,avibase-33440684,Rupicola peruvianus,Andean Cock-of-the-rock,Passeriformes,Cotingidae,Cotingas,species,15900,,FALSE
gytpih1,avibase-413E0E1A,Snowornis subalaris,Gray-tailed Piha,Passeriformes,Cotingidae,Cotingas,species,15905,,FALSE
olipih2,avibase-E117776E,Snowornis cryptolophus,Olivaceous Piha,Passeriformes,Cotingidae,Cotingas,species,15906,,FALSE
crifru1,avibase-A3944A95,Haematoderus militaris,Crimson Fruitcrow,Passeriformes,Cotingidae,Cotingas,species,15909,,FALSE
putfru1,avibase-183649E5,Querula purpurata,Purple-throated Fruitcrow,Passeriformes,Cotingidae,Cotingas,species,15910,,FALSE
