GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS137972534	2021-09-24 11:45:30.570981	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				6					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Estero Llano Grande SP WBC (LTC 054)	L259855	H	26.1268335	-97.9578167	2012-01-31	09:45:00	obsr59607	S9729125	Traveling	P22	EBIRD	120	1.609		3	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS710435341	2022-05-25 18:37:11.654692	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				20					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069)	L128890	H	26.1849709	-98.3793885	2010-03-18	10:00:00	obsr439748	S52699019	Historical	P62	EBIRD	120	3.219		2	0		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS111987410	2021-03-29 19:37:23.734676	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					United States	US	Texas	US-TX	Kleberg	US-TX-273		36			Caesar Kleberg Wildlife Center	L1064509	P	27.5309264	-97.8904796	2011-03-10	08:00:00	obsr191429	S7820787	Traveling	P22	EBIRD	30	0.805		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS106707147	2021-03-29 19:03:06.749719	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				X					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36	USFWS_500		Santa Ana NWR (LTC 059)	L129085	H	26.0813003	-98.1351399	2011-01-27	08:30:00	obsr145959	S7501491	Traveling	P22	EBIRD	120	3.219		7	1	G223468	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS138166958	2021-04-01 16:54:33.015559	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				3					United States	US	Texas	US-TX	Cameron	US-TX-061		37			Sabal Palm Sanctuary (LTC 042)	L129070	H	25.8523300	-97.4176839	2012-02-01	10:30:00	obsr209086	S9744315	Traveling	P22	EBIRD	120	3.219		2	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS158334250	2021-03-29 19:03:06.749719	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Brushwood South	L1161881	P	26.3735215	-98.1917882	2012-07-09	08:10:00	obsr157363	S11126385	Stationary	P21	EBIRD_TX	15			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS169426174	2014-12-17 16:28:45	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Bentsen-Rio Grande Val. SP--HQ Buildings area	L1174771	H	26.1856055	-98.3799398	2012-11-10	06:53:00	obsr219813	S12022248	Traveling	P22	EBIRD	38	0.322		44	1	G487389	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS421303057	2021-03-29 20:34:58.992834	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					United States	US	Texas	US-TX	Starr	US-TX-427		36			Roma Bluffs WBC (LTC 077)	L301115	H	26.4052015	-99.0189583	2012-02-21	10:05:00	obsr789364	S30940997	Stationary	P21	EBIRD	67			8	1	G1869327	0	1	0		Three lifers! (It's our first trip to Texas). Audubon's Oriole, Altamira Oriole, and Buff-bellied Hummingbird, plus great looks at other Lower Valley Specialties.	
URN:CornellLabOfOrnithology:EBIRD:OBS83537933	2021-04-01 17:37:22.129524	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				5					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Quinta Mazatlan WBC (LTC 063)	L249887	H	26.1768760	-98.2309932	2010-02-11	10:00:00	obsr142971	S5894391	Traveling	P22	EBIRD	120	3.219		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS142913143	2021-04-01 18:31:02.446428	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				3					United States	US	Texas	US-TX	Zapata	US-TX-505		36			Zapata Library / City Park (LTC 085)	L846015	H	26.9021994	-99.2710608	2012-03-01	09:45:00	obsr2738	S10056111	Traveling	P22	EBIRD	20	0.322		3	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS125132041	2021-03-24 00:46:12.68029	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					United States	US	Texas	US-TX	McMullen	US-TX-311		36			Choke Canyon SP--Calliham Unit (McMullen Co.)(CTC 082)	L284174	H	28.4717282	-98.3394384	2011-08-26	11:00:00	obsr48405	S8734459	Traveling	P22	EBIRD	60	4.023		3	1	G290821	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS146461725	2021-04-01 18:13:17.681678	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					United States	US	Texas	US-TX	Starr	US-TX-427		36			Salineno	L1474214	P	26.5145600	-99.1165300	2012-03-31	07:15:00	obsr197206	S10313371	Traveling	P22	EBIRD	90	0.805		8	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS126642463	2021-03-24 00:42:56.602496	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					United States	US	Texas	US-TX	Kleberg	US-TX-273					Site 55 Biological Research Station	L1274946	P	27.2713384	-97.7241611	2011-09-22	06:30:00	obsr19731	S8843592	Traveling	P22	EBIRD	70	6.437		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS105153892	2021-03-29 21:21:52.583259	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				8					United States	US	Texas	US-TX	Zapata	US-TX-505		36			San Ygnacio	L245852	T	27.0425100	-99.4400200	2011-01-08	07:30:00	obsr90170	S7392847	Traveling	P22	EBIRD	60	9.656		11	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS106542927	2016-02-27 22:30:15	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				X					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36	USFWS_500		Santa Ana NWR (LTC 059)	L129085	H	26.0813003	-98.1351399	2011-01-25	08:30:00	obsr241270	S7490961	Traveling	P22	EBIRD	120	3.219		9	1		0	1	0		ALSO WINTER WREN	
URN:CornellLabOfOrnithology:EBIRD:OBS103301721	2010-12-15 20:07:34	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				X					United States	US	Texas	US-TX	Kleberg	US-TX-273		37			rest stop between Kingsville&Rivera	L1042022	P	27.4650228	-97.8634644	2010-12-08	08:00:00	obsr106447	S7254253	Stationary	P21	EBIRD	30			2	1		0	1	0		2 lifers here, both seen in Mexico, but not ABA prior=Green Jay & Golden Fronted Woodpkr!	
URN:CornellLabOfOrnithology:EBIRD:OBS97209636	2021-03-13 18:37:35.836125	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				7					United States	US	Texas	US-TX	Cameron	US-TX-061		36			Resaca de la Palma SP WBC (Brownsville) (LTC 048)	L129065	H	25.9965839	-97.5690513	2010-08-22	10:45:00	obsr191429	S6793196	Traveling	P22	EBIRD	80	4.828		3	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS98333525	2021-09-24 11:45:30.570981	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Estero Llano Grande SP WBC (LTC 054)	L259855	H	26.1268335	-97.9578167	2010-09-15	08:30:00	obsr19189	S6881909	Traveling	P22	EBIRD	120	3.219		4	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS139266807	2021-03-29 19:03:06.749719	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Quinta Mazatlan WBC (LTC 063)	L249887	H	26.1768760	-98.2309932	2012-02-14	09:25:00	obsr180910	S9831626	Traveling	P22	EBIRD	105	0.805		2	1	G359287	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS132287050	2022-05-25 18:37:11.654692	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				24					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069)	L128890	H	26.1849709	-98.3793885	2011-12-05	11:00:00	obsr46980	S9285990	Traveling	P22	EBIRD	60	3.219		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS163678640	2012-09-17 15:44:42	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Bentsen-Rio Grande Val. SP--Hawk Watch	L613081	H	26.1690952	-98.3805352	2012-09-13	09:00:00	obsr219813	S11579569	Stationary	P21	EBIRD	120			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS130701851	2011-11-19 22:14:43	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					United States	US	Texas	US-TX	Kleberg	US-TX-273		36			Santa Gertrudis Creek (CTC 086)	L698064	H	27.5324086	-97.9522004	2011-11-17	08:34:00	obsr180569	S9161781	Stationary	P21	EBIRD	7			2	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS110776787	2021-03-18 10:29:17.829845	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				X					United States	US	Texas	US-TX	Zapata	US-TX-505		36			Zapata Library / City Park (LTC 085)	L846015	H	26.9021994	-99.2710608	2011-02-24	09:15:00	obsr201802	S7743650	Traveling	P22	EBIRD	45	1.609		12	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS186250871	2021-03-13 18:23:02.107149	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Quinta Mazatlan WBC (LTC 063)	L249887	H	26.1768760	-98.2309932	2010-11-05	08:00:00	obsr398164	S13432843	Traveling	P22	EBIRD	90	1.609		2	1	G570720	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS882988075	2021-12-25 09:57:14.575721	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					United States	US	Texas	US-TX	Willacy	US-TX-489		37			Las Palomas NWR	L1234923	P	26.4189700	-97.5626400	2011-07-17	07:55:00	obsr1382995	S66157912	Traveling	P22	EBIRD	95	8.047		3	1	G281043	0	1	0		Return from pelagic with Tony and Phyllis Frank.  Fields around and in Las Palomas NWR in Willacy Co. From 8:30 to 9:30.  - Data collected with Birdwatcher's Diary (tm) for iPhone	9:19 AM
URN:CornellLabOfOrnithology:EBIRD:OBS105242603	2018-05-01 21:13:28	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					United States	US	Texas	US-TX	Cameron	US-TX-061		36			29352 Zillock Rd San Benito	L712292	P	26.1336716	-97.6757097	2011-01-09	07:00:00	obsr184388	S7399132	Area	P23	EBIRD	90		0.4452		1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS130803025	2021-07-10 15:36:30.518475	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				8					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Quinta Mazatlan WBC (LTC 063)	L249887	H	26.1768760	-98.2309932	2011-11-10	10:30:00	obsr94220	S9168513	Traveling	P22	EBIRD	90	0.805		42	1	G315846	0	1	0		Rio Grande Birding Festival - River Pontoon Trip. Leaders: Jennie Duberstein, Jane Kittlemen, Derek Muschalek, Cole Wolf. Checklist 4 of 4.	
URN:CornellLabOfOrnithology:EBIRD:OBS207182478	2013-08-09 18:37:28	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					United States	US	Texas	US-TX	Starr	US-TX-427		36			TX - Salineno River access	L2074098	P	26.5146856	-99.1163403	2012-11-12	11:45:00	obsr215977	S14893040	Stationary	P21	EBIRD_CAN	29			2	1	G673644	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS132095278	2018-02-13 20:46:54	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				7					United States	US	Texas	US-TX	Starr	US-TX-427		36			Salineno Wildlife Preserve (LTC 080)	L129075	H	26.5148584	-99.1162062	2011-12-04	11:45:00	obsr177565	S9271007	Traveling	P22	EBIRD	65	0.402		7	1	G320813	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS191197295	2021-03-29 21:05:40.188794	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					United States	US	Texas	US-TX	Uvalde	US-TX-463		36			Uvalde--Fourth and Cenizo	L1148567	P	29.2303094	-99.7817652	2012-04-26	06:40:00	obsr16674	S13784531	Stationary	P21	EBIRD_TX	8			2	1	G594438	0	1	0		No Kiskadee by 6:46; got it 6:48 <br />Submitted from BirdLog World for iOS, version 1.4.2	called at 6:43
URN:CornellLabOfOrnithology:EBIRD:OBS103321609	2021-04-01 17:37:22.129524	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Valley Nature Ctr. (LTC 057)	L300042	H	26.1584256	-97.9983696	2010-12-15	09:30:00	obsr194311	S7255614	Stationary	P21	EBIRD	80		2.4281		1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS111635370	2018-02-13 20:46:54	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				X					United States	US	Texas	US-TX	Starr	US-TX-427		36			Salineno Wildlife Preserve (LTC 080)	L129075	H	26.5148584	-99.1162062	2011-03-05	06:45:00	obsr201802	S7798641	Stationary	P21	EBIRD	75			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS132888180	2011-12-13 20:16:54	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Frontera Audubon Center (LTC 058)	L209876	H	26.1479755	-97.9897937	2011-12-13	11:10:00	obsr59607	S9330836	Traveling	P22	EBIRD	50	0.805		2	1	G323919	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS87604241	2021-03-29 19:03:06.749719	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				X					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36	USFWS_500		Santa Ana NWR (LTC 059)	L129085	H	26.0813003	-98.1351399	2010-03-15	08:30:00	obsr106380	S6133755	Traveling	P22	EBIRD	120	3.219		10	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS142954451	2018-02-13 20:46:54	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				X					United States	US	Texas	US-TX	Starr	US-TX-427		36			Salineno Wildlife Preserve (LTC 080)	L129075	H	26.5148584	-99.1162062	2012-03-02	08:10:00	obsr146542	S10059424	Stationary	P21	EBIRD_VINS	70			2	1		0	1	0		Austin group of 14 also present	
URN:CornellLabOfOrnithology:EBIRD:OBS142751192	2013-09-09 18:28:54	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				8					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Anzalduas Park (LTC 068)	L246727	H	26.1384105	-98.3327866	2012-02-29	08:30:00	obsr105921	S10043873	Traveling	P22	EBIRD_TX	90	3.219		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS165587004	2021-04-01 17:37:22.129524	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Quinta Mazatlan WBC (LTC 063)	L249887	H	26.1768760	-98.2309932	2012-10-05	08:15:00	obsr196568	S11719283	Traveling	P22	EBIRD	90	1.127		1	1	G472168	0	1	0		73F, clear with 5 mph wind. 79% humidity.	
URN:CornellLabOfOrnithology:EBIRD:OBS167089175	2021-03-24 00:34:05.832599	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			McAllen Nature Center (LTC 065)	L421038	H	26.2082122	-98.2659218	2012-10-20	09:00:00	obsr196568	S11836637	Traveling	P22	EBIRD	105	0.805		4	1	G489225	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS99191463	2021-03-24 00:34:05.832599	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				X					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36	USFWS_500		Santa Ana NWR (LTC 059)	L129085	H	26.0813003	-98.1351399	2010-09-27	08:30:00	obsr139795	S6946637	Traveling	P22	EBIRD	120	1.609		2	1	G195712	0	1	0		W/ Bill Slater. The visitors center was open and the road along the canal was open but everything else was closed due to flooding.	
URN:CornellLabOfOrnithology:EBIRD:OBS1330285711	2022-01-30 08:25:04.394211	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				6					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Quinta Mazatlan WBC (LTC 063)	L249887	H	26.1768760	-98.2309932	2010-02-17	11:00:00	obsr1886811	S101702555	Traveling	P22	EBIRD	60	0.805		4	1	G151064	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS132491098	2021-03-29 20:34:58.992834	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				X					United States	US	Texas	US-TX	Starr	US-TX-427		36			Salineno Wildlife Preserve (LTC 080)	L129075	H	26.5148584	-99.1162062	2011-12-08	08:10:00	obsr19189	S9302293	Traveling	P22	EBIRD	30	0.402		10	0		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS91247826	2021-03-25 19:33:45.727128	20786	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				1					United States	US	Florida	US-FL	Wakulla	US-FL-129		27			Ochlockonee Bay Bike Trail--Oaks Trailhead	L300967	H	29.9789121	-84.3832250	2010-05-04	09:45:00	obsr18841	S6366912	Stationary	P21	EBIRD	3			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS116650610	2021-04-01 09:48:42.980501	20786	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				3					United States	US	New Hampshire	US-NH	Grafton	US-NH-009		14			River Road/North Thetford Road	L862763	P	43.8417083	-72.1789742	2011-04-29	10:20:00	obsr1757	S8141928	Traveling	P22	EBIRD_NH	40	1.931		1	1		0	1	0		Mostly sunny. Temp = 51.	
URN:CornellLabOfOrnithology:EBIRD:OBS174175781	2018-07-18 08:07:19	20786	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				10					United States	US	Kentucky	US-KY	Hart	US-KY-099		24			Figett Bend Road	L7700181	P	37.3124420	-85.7394534	2012-12-29	10:30:00	obsr129567	S12405913	Traveling	P22	EBIRD	100	4.828		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS112603625	2021-03-23 17:22:05.708166	20786	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				5					United States	US	New York	US-NY	Herkimer	US-NY-043		13			Hall Farmhouse & Yards	L614478	P	43.1227109	-74.7972608	2011-03-17	08:35:00	obsr139043	S7865136	Area	P23	EBIRD	90		2.5900	2	1	G239622	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS87082051	2018-01-16 10:32:31	20786	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				1					United States	US	Georgia	US-GA	Columbia	US-GA-073		27			Arleigh's Yard	L2225900	P	33.5217500	-82.0858600	2010-03-06	08:00:00	obsr127024	S6097224	Stationary	P21	EBIRD	120			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS148394886	2023-04-07 09:38:19.779518	20786	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				2					United States	US	Pennsylvania	US-PA	Centre	US-PA-027	US-PA_1140	28			Bald Eagle SP--Lower Greens Run	L784907	H	41.0102485	-77.6741230	2012-04-14	10:00:00	obsr295712	S10451089	Stationary	P21	EBIRD	49			16	1	G389860	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS143801672	2021-03-24 22:20:13.111046	20786	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				1					United States	US	Ohio	US-OH	Cuyahoga	US-OH-035		13			Big Creek Reservation--Lake Abram	L798388	H	41.3814758	-81.8377040	2012-03-09	06:55:00	obsr92893	S10122789	Traveling	P22	EBIRD	35	0.483		1	1	G803483	0	1	0		Cold	
URN:CornellLabOfOrnithology:EBIRD:OBS117944607	2018-08-06 19:14:08	20786	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				8					United States	US	Maryland	US-MD	Howard	US-MD-027		29			Triadelphia Reservoir--Pigtail Branch	L450687	H	39.2123053	-77.0088129	2011-05-07	08:00:00	obsr170903	S8215624	Traveling	P22	EBIRD	120	4.023		12	1	G258077	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS95371941	2023-04-28 15:36:59.186201	20786	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				1					United States	US	Virginia	US-VA	Radford	US-VA-750		28			Riverview Park	L718698	H	37.1075000	-80.5915000	2010-07-18	07:10:00	obsr60282	S6649484	Stationary	P21	EBIRD	30			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS135909115	2021-03-24 20:33:47.533911	20786	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				5					United States	US	New York	US-NY	Tompkins	US-NY-109		13			Sapsucker Woods Road (Sanctuary)	L1011608	P	42.4772168	-76.4504993	2012-01-11	08:37:00	obsr135617	S9565998	Traveling	P22	EBIRD	38	1.014		1	1		0	1	0		Clear (visibility 10.0 miles); wind SE at 6 mph; 31-33 F. The ground is bare (snow free). Deciduous trees are bare. Sapsucker Woods Road and trails through the Sapsucker Woods Sanctuary, from the south border of the Sapsucker Woods Sanctuary just north of 67 Sapsucker Woods Road (excluding areas outside of the Sanctuary west of Sapsucker Woods Road, from Sanctuary Drive north to 260 Sapsucker Woods Road) north to the Cornell Lab of Ornithology. I entered the area around the Frog Barn (91 Sapsucker Woods Road); I did not go as far as the edge of the Frog Barn pond, which is frozen. From the Frog Barn, I returned to Sapsucker Woods Road and continued north along the road to the Lab. At the Lab, I stepped into the observatory for a quick look at the pond and the bird-feeding garden. The pond is frozen, other than the usual open area in front of the observatory (maintained all winter by the bubblers). I stepped outside again, continuing north and entering the Lab at the northeast corner of the building. Wednesday. Civil twilight begins 07:03; sunrise 07:34; sunset 16:53; civil twilight ends 17:25. Eastern Standard Time. Mammals: Eastern Gray Squirrel (11), Red Squirrel (1).	
URN:CornellLabOfOrnithology:EBIRD:OBS94172774	2018-02-28 09:44:46	20786	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				2					United States	US	Kansas	US-KS	Montgomery	US-KS-125		22			Elk City Lake	L241648	H	37.2593670	-95.8018112	2010-06-19	06:45:00	obsr182193	S6555614	Traveling	P22	EBIRD	70	2.414		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS144174149	2021-04-01 18:16:27.598813	20786	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				4					United States	US	Texas	US-TX	Travis	US-TX-453		21			AJ's house - Austin	L1116153	P	30.3127322	-97.6985005	2012-03-11	11:15:00	obsr150296	S10148423	Stationary	P21	EBIRD	45			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS136591922	2018-08-04 13:44:44	20786	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				3					United States	US	New York	US-NY	Livingston	US-NY-051		13			Conesus Lake - Inlet	L723215	P	42.7139754	-77.7105045	2012-01-18	09:15:00	obsr122218	S9621621	Traveling	P22	EBIRD	65	7.242		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS128797659	2021-03-24 14:32:28.732187	20786	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				1					United States	US	Massachusetts	US-MA	Middlesex	US-MA-017	US-MA_711	30	USFWS_60		Assabet River NWR	L207344	H	42.4085771	-71.4724244	2011-10-24	09:15:00	obsr199574	S9004989	Traveling	P22	EBIRD	75	1.609		1	1		0	1	0		Waterfowl numbers quite low.	
URN:CornellLabOfOrnithology:EBIRD:OBS85698799	2013-06-17 10:00:46	20786	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				1					United States	US	North Carolina	US-NC	Pamlico	US-NC-137		27			Lot 7 Dawson Bluff	L2226867	P	35.0204951	-76.7818700	2010-02-18	07:15:00	obsr13253	S6006366	Stationary	P21	EBIRD	60			2	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS113830323	2021-03-10 21:26:39.476285	20786	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				4					United States	US	Louisiana	US-LA	Iberville	US-LA-047	US-LA_3015	26			Sherburne WMA Complex--South Farm	L727380	H	30.4080542	-91.5384423	2011-03-31	08:30:00	obsr90912	S7951023	Traveling	P22	EBIRD	90	2.414		3	1	G244176	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS174196516	2021-03-18 09:41:30.695711	20786	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				X					United States	US	Texas	US-TX	Galveston	US-TX-167		37			High Island--Smith Oaks Sanctuary (UTC 052)	L129098	H	29.5736810	-94.3898535	2012-04-30	10:00:00	obsr93591	S12408257	Traveling	P22	EBIRD	50	0.402		2	1	G788462	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS128017136	2021-03-29 17:13:10.118916	20786	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				4					United States	US	Texas	US-TX	Brazos	US-TX-041		21			Tanglewood Park	L500804	P	30.6408659	-96.3356781	2011-10-12	10:05:00	obsr133618	S8947398	Traveling	P22	EBIRD	16	0.483		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS138497452	2018-08-05 17:51:55	20786	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				4					United States	US	Missouri	US-MO	Wayne	US-MO-223	US-MO_2553	26	USFWS_446		Mingo NWR - Monopoly Marsh	L913398	P	36.9955607	-90.1943207	2012-02-05	08:18:00	obsr298761	S9770023	Stationary	P21	EBIRD	62			1	1	G351695	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS93225479	2021-04-01 17:29:18.708634	20786	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				1					United States	US	Texas	US-TX	Harris	US-TX-201		37			Harris, TX, Riverview Place	L759708	P	29.7555106	-95.5743170	2010-06-01	07:40:00	obsr182193	S6485345	Traveling	P22	EBIRD_TX	15	0.483		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS97213638	2012-09-19 23:32:13	20786	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				1					United States	US	Tennessee	US-TN	Washington	US-TN-179		28			MyJCBackyard	L754311	P	36.3370458	-82.3560476	2010-08-07	08:25:00	obsr3051	S6793471	Stationary	P21	EBIRD	90			1	1		0	1	0			
