GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS230331527	2017-05-27 10:25:40	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							Seletar Dam	L1403154	H	1.423116	103.8629908	2012-10-02	17:10:00	obsr303417	S16687187	Stationary	P21	EBIRD_AU	35			2	1		0	1	0		With Con Foley, on the dam wall, looking for an Oriental Plover that had been seen the day before (rarity for Singapore) and Malaysian Plover (one pair is reputedly resident). Eremaea Birds List 145689	
URN:CornellLabOfOrnithology:EBIRD:OBS137367921	2017-05-27 09:21:26	9841	species	Collared Kingfisher	Todiramphus chloris			2				Singapore	SG	Singapore	SG-							Lower Peirce Reservoir Park	L948606	H	1.3706712	103.8262081	2012-01-24	08:00:00	obsr204697	S9681625	Traveling	P22	EBIRD	120	1.609		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS164948143	2017-05-27 11:00:13	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							Changi Village Hotel	L1277940	P	1.3905938	103.9854455	2012-09-27	17:30:00	obsr189448	S11675087	Traveling	P22	EBIRD	40	.805		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS291206773	2017-05-27 10:36:20	9841	species	Collared Kingfisher	Todiramphus chloris			X				Singapore	SG	Singapore	SG-							NUS campus, Kent Ridge	L3294638	P	1.2990971	103.7750959	2012-02-03	08:00:00	obsr330987	S21361601	Traveling	P22	EBIRD	120	1		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS230143921	2017-05-27 10:25:40	9841	species	Collared Kingfisher	Todiramphus chloris			2				Singapore	SG	Singapore	SG-							Botanic Gardens	L2534689	P	1.31	103.81633	2012-05-28		obsr19060	S16575332	Incidental	P20	EBIRD_AU					1		0	1	0		Also unable to separate Swiftlets between Black-nest and Edible-nest.  Mute swans are believed to be captive. Eremaea Birds List 132429	At least 2 and probably more.
URN:CornellLabOfOrnithology:EBIRD:OBS409866559	2017-05-27 10:25:40	9724	species	White-throated Kingfisher	Halcyon smyrnensis			1				Singapore	SG	Singapore	SG-							Lower Peirce Reservoir Park	L948606	H	1.3706712	103.8262081	2012-08-08	17:00:00	obsr495297	S30081693	Traveling	P22	EBIRD	90	1.931		2	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS233730477	2017-05-27 11:00:13	9841	species	Collared Kingfisher	Todiramphus chloris			X				Singapore	SG	Singapore	SG-							Changi Pt	L2534712	P	1.391	103.98758	2012-01-28	12:30:00	obsr440130	S16899953	Incidental	P20	EBIRD_AU				1	1		0	1	0		cloudy. With two hours to kill before departure to the airport, I decided not to go back to Pulau Ubin, but just bird the coastal park next to the ferry.	several; attempts to photograph them were only partially succesful though
URN:CornellLabOfOrnithology:EBIRD:OBS138281766	2018-04-15 11:34:32	9841	species	Collared Kingfisher	Todiramphus chloris			5				Singapore	SG	Singapore	SG-							Seletar Dam	L1403154	H	1.423116	103.8629908	2012-02-04	13:00:00	obsr205759	S9753774	Traveling	P22	EBIRD_CAN	120	2		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS230397417	2017-05-27 10:24:58	9724	species	White-throated Kingfisher	Halcyon smyrnensis			X				Singapore	SG	Singapore	SG-							Turut Track and radio-masts field	L2534723	P	1.42343	103.72363	2012-10-26		obsr341377	S16592341	Incidental	P20	EBIRD_AU					1		0	1	0		Eremaea Birds List 149073	
URN:CornellLabOfOrnithology:EBIRD:OBS144014084	2017-05-27 10:36:01	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG Botanic Gardens--Field south of Symphony Lake	L1448993	P	1.3123233	103.8146892	2012-03-11	08:15:00	obsr205759	S10137594	Traveling	P22	EBIRD	15	.1		2	1		0	1	0		Part of the ABC (Annual Bird Census)	
URN:CornellLabOfOrnithology:EBIRD:OBS144014068	2017-05-27 10:36:01	9724	species	White-throated Kingfisher	Halcyon smyrnensis			1				Singapore	SG	Singapore	SG-							SG Botanic Gardens--Field south of Symphony Lake	L1448993	P	1.3123233	103.8146892	2012-03-11	08:15:00	obsr205759	S10137594	Traveling	P22	EBIRD	15	.1		2	1		0	1	0		Part of the ABC (Annual Bird Census)	
URN:CornellLabOfOrnithology:EBIRD:OBS144014552	2017-07-22 02:33:05	9841	species	Collared Kingfisher	Todiramphus chloris			2				Singapore	SG	Singapore	SG-							Singapore Botanic Gardens	L952084	H	1.3148322	103.8159621	2012-03-11	09:00:00	obsr205759	S10137630	Traveling	P22	EBIRD	20	.1		2	1		0	1	0		Part of the ABC (Annual Bird Census)	
URN:CornellLabOfOrnithology:EBIRD:OBS144014540	2017-07-22 02:33:05	9724	species	White-throated Kingfisher	Halcyon smyrnensis			2				Singapore	SG	Singapore	SG-							Singapore Botanic Gardens	L952084	H	1.3148322	103.8159621	2012-03-11	09:00:00	obsr205759	S10137630	Traveling	P22	EBIRD	20	.1		2	1		0	1	0		Part of the ABC (Annual Bird Census)	
URN:CornellLabOfOrnithology:EBIRD:OBS152210363	2017-07-05 13:20:48	9724	species	White-throated Kingfisher	Halcyon smyrnensis			3				Singapore	SG	Singapore	SG-							Singapore Botanic Gardens	L952084	H	1.3148322	103.8159621	2012-02-03	07:00:00	obsr252606	S10708018	Traveling	P22	EBIRD	300	4.828		1	1		0	1	0		Trip report;--http://redgannet.blogspot.co.uk/2012/02/singapore-botanic-gardens-february-2012.html	
URN:CornellLabOfOrnithology:EBIRD:OBS136579087	2017-07-05 13:20:48	9724	species	White-throated Kingfisher	Halcyon smyrnensis			2				Singapore	SG	Singapore	SG-							Singapore Botanic Gardens	L952084	H	1.3148322	103.8159621	2012-01-18	16:45:00	obsr205759	S9620729	Traveling	P22	EBIRD_CAN	120	3		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS136099106	2017-07-05 13:20:48	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							Singapore Botanic Gardens	L952084	H	1.3148322	103.8159621	2012-01-14	17:00:00	obsr205759	S9581885	Traveling	P22	EBIRD_CAN	120	2		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS145204320	2017-07-22 02:34:54	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							Singapore Botanic Gardens	L952084	H	1.3148322	103.8159621	2012-03-21	18:40:00	obsr205759	S10225347	Traveling	P22	EBIRD	10	.1		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS466077877	2017-07-05 13:20:48	9724	species	White-throated Kingfisher	Halcyon smyrnensis			1				Singapore	SG	Singapore	SG-							Singapore Botanic Gardens	L952084	H	1.3148322	103.8159621	2012-06-17	17:00:00	obsr816783	S34396208	Traveling	P22	EBIRD	90	3		2	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS144013621	2017-07-22 02:36:08	9841	species	Collared Kingfisher	Todiramphus chloris			2				Singapore	SG	Singapore	SG-							Singapore Botanic Gardens	L952084	H	1.3148322	103.8159621	2012-03-11	07:00:00	obsr205759	S10137559	Traveling	P22	EBIRD	30	.5		2	1		0	1	0		Part of the ABC (Annual Bird Census)	
URN:CornellLabOfOrnithology:EBIRD:OBS145204599	2017-07-22 02:35:44	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							Singapore Botanic Gardens	L952084	H	1.3148322	103.8159621	2012-03-21	18:45:00	obsr205759	S10225365	Traveling	P22	EBIRD	30	.2		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS159076252	2017-07-05 13:20:48	9724	species	White-throated Kingfisher	Halcyon smyrnensis			2				Singapore	SG	Singapore	SG-							Singapore Botanic Gardens	L952084	H	1.3148322	103.8159621	2012-06-07	07:00:00	obsr252606	S11180933	Traveling	P22	EBIRD	300	4.828		1	1		0	1	0		Trip Report;--http://redgannet.blogspot.co.uk/2012/06/botanic-gardens-in-singapore-june-2012.html	
URN:CornellLabOfOrnithology:EBIRD:OBS145536987	2012-03-23 20:57:25	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-24	05:15:00	obsr205759	S10246885	Incidental	P20	EBIRD				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS143287447	2012-03-20 03:23:33	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-02-18	19:30:00	obsr238498	S10084283	Incidental	P20	EBIRD_CAN				2	1	G366416	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS146856600	2017-05-27 10:35:22	9841	species	Collared Kingfisher	Todiramphus chloris			2				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-03	13:30:00	obsr205759	S10340260	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS143286759	2017-05-27 10:36:01	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-02	11:00:00	obsr238498	S10084245	Incidental	P20	EBIRD_CAN				2	1	G366391	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS145360879	2012-03-22 04:06:58	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-22		obsr205759	S10234512	Incidental	P20	EBIRD_CAN					1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS409385198	2017-07-05 13:16:08	9841	species	Collared Kingfisher	Todiramphus chloris			2				Singapore	SG	Singapore	SG-							Pulau Semakau	L4666622	H	1.2061754	103.7695169	2012-02-02	08:00:00	obsr495297	S30049126	Traveling	P22	EBIRD	150	3.219		12	1		0	1	0		NSS trip with Ee Ling	
URN:CornellLabOfOrnithology:EBIRD:OBS149044715	2017-05-27 10:25:40	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-20	09:00:00	obsr205759	S10494666	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS143313903	2017-05-27 10:36:01	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-05	17:00:00	obsr205759	S10086146	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS138584314	2017-05-27 10:36:20	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-02-07	08:15:00	obsr205759	S9776533	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS146708839	2017-05-27 10:35:22	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-02	11:45:00	obsr205759	S10329921	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS139244110	2013-09-11 12:29:19	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-02-14	08:30:00	obsr205759	S9829900	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS148239059	2012-04-13 22:02:21	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-14	09:45:00	obsr205759	S10440230	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS150915912	2017-10-19 12:47:06	9841	species	Collared Kingfisher	Todiramphus chloris			2				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-05-03	06:45:00	obsr205759	S10615620	Traveling	P22	EBIRD_CAN	25	.2		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS149046550	2017-05-27 10:25:40	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-20	19:10:00	obsr205759	S10494794	Traveling	P22	EBIRD_CAN	5	.1		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS149872853	2017-10-19 12:47:06	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-26	17:15:00	obsr205759	S10548479	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS149046358	2017-05-27 10:25:40	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-20	18:40:00	obsr205759	S10494779	Traveling	P22	EBIRD_CAN	10	.2		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS138494513	2012-03-20 03:23:33	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-02-06	19:20:00	obsr205759	S9769836	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS146315076	2017-05-27 10:35:22	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-30	12:30:00	obsr205759	S10303167	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS138757958	2017-05-27 10:36:01	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-02-09	08:15:00	obsr205759	S9791113	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS147479654	2017-05-27 10:35:21	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-08	13:30:00	obsr205759	S10385552	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS147870155	2017-05-27 10:35:21	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-11	13:30:00	obsr205759	S10412639	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS145834075	2012-03-26 07:58:23	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-26	18:30:00	obsr205759	S10267343	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS149761016	2017-10-19 12:47:06	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-25	17:00:00	obsr205759	S10541008	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS150596415	2017-05-27 10:25:40	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-05-01	12:00:00	obsr205759	S10594880	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS143026226	2017-05-27 10:36:01	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-02	11:00:00	obsr205759	S10065331	Incidental	P20	EBIRD_CAN				2	1	G366391	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS143026354	2017-05-27 10:36:01	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-03	08:00:00	obsr205759	S10065340	Incidental	P20	EBIRD_CAN				2	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS138836141	2017-05-27 10:36:01	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-02-10	09:30:00	obsr205759	S9797909	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS145831854	2012-03-26 06:45:55	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-26	10:30:00	obsr205759	S10267198	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS139500540	2017-05-27 10:36:01	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-02-17	09:30:00	obsr205759	S9849861	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS150007192	2017-05-27 10:25:40	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-27	11:00:00	obsr205759	S10558600	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS137505592	2017-05-27 10:36:20	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-01-27	08:30:00	obsr205759	S9693022	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS138204220	2017-05-27 10:36:20	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-02-03	12:15:00	obsr205759	S9747362	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS146856571	2017-05-27 10:35:22	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-03	12:00:00	obsr205759	S10340258	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS143610063	2017-05-27 10:36:01	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-07	16:00:00	obsr205759	S10108080	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS139811035	2012-03-20 03:23:33	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-02-18	19:30:00	obsr205759	S9867705	Incidental	P20	EBIRD_CAN				2	1	G366416	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS145560958	2017-05-27 10:35:22	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-24	13:30:00	obsr205759	S10248589	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS147751625	2017-10-19 12:47:04	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-10	08:15:00	obsr205759	S10403798	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS135033045	2017-05-27 10:37:25	9724	species	White-throated Kingfisher	Halcyon smyrnensis			5				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-01-04	18:15:00	obsr205759	S9492400	Traveling	P22	EBIRD	60	2		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS149642742	2017-05-27 10:25:40	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-24	08:30:00	obsr205759	S10532644	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS144720793	2017-05-27 10:35:22	9724	species	White-throated Kingfisher	Halcyon smyrnensis			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-17	16:30:00	obsr205759	S10191667	Incidental	P20	EBIRD				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS135029967	2017-05-27 07:25:04	9724	species	White-throated Kingfisher	Halcyon smyrnensis			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-01-04	09:00:00	obsr205759	S9492162	Traveling	P22	EBIRD	180	3		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS146976403	2017-10-19 12:47:04	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-04	13:00:00	obsr205759	S10348792	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS138374044	2017-05-27 10:36:20	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-02-05	12:30:00	obsr205759	S9760762	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS149642749	2012-04-24 05:01:32	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-23	22:15:00	obsr205759	S10532645	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS148805530	2017-05-27 10:25:40	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-18	12:10:00	obsr205759	S10478695	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS137944521	2018-04-15 11:34:32	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-01-31	12:00:00	obsr205759	S9727212	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS143287364	2017-05-27 10:36:01	9841	species	Collared Kingfisher	Todiramphus chloris			2				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-02-20	09:00:00	obsr238498	S10084277	Incidental	P20	EBIRD_CAN				2	1	G366411	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS147627864	2017-05-27 10:35:21	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-09	18:30:00	obsr205759	S10395619	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS146420711	2017-05-27 10:35:22	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-31	18:00:00	obsr205759	S10310634	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS137366577	2017-05-27 10:36:21	9724	species	White-throated Kingfisher	Halcyon smyrnensis			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-01-25	17:00:00	obsr205759	S9681492	Traveling	P22	EBIRD_CAN	15	1		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS143287158	2017-05-27 10:36:01	9841	species	Collared Kingfisher	Todiramphus chloris			2				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-02-21	19:00:00	obsr238498	S10084263	Incidental	P20	EBIRD_CAN				2	1	G366403	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS136689212	2017-05-27 10:46:34	9841	species	Collared Kingfisher	Todiramphus chloris			2				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-01-19	16:45:00	obsr205759	S9629042	Traveling	P22	EBIRD_CAN	45	2		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS136689201	2017-05-27 10:46:34	9724	species	White-throated Kingfisher	Halcyon smyrnensis			2				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-01-19	16:45:00	obsr205759	S9629042	Traveling	P22	EBIRD_CAN	45	2		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS139500548	2017-05-27 10:36:01	9841	species	Collared Kingfisher	Todiramphus chloris			2				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-02-17	13:30:00	obsr205759	S9849862	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS143470147	2017-05-27 10:36:01	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-06	08:15:00	obsr205759	S10097966	Incidental	P20	EBIRD				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS141389315	2017-05-27 10:36:01	9841	species	Collared Kingfisher	Todiramphus chloris			2				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-02-21	19:00:00	obsr205759	S9954763	Incidental	P20	EBIRD_CAN				2	1	G366403	0	1	0			
